UniProt	GeneSymbol	ChEMBL	PrefName	TaxID	Organism
P0A1V9	bla	CHEMBL1744485	Beta-lactamase OXA-2	562	Escherichia coli
P0A3M4	bla	CHEMBL1744486	Beta-lactamase OXA-9	548	Enterobacter aerogenes
P12287	blaR1	CHEMBL1744487	Regulatory protein BlaR1	1402	Bacillus licheniformis
P16897	pse4	CHEMBL1744489	Beta-lactamase PSE-4	287	Pseudomonas aeruginosa
Q2V0Y6	pse-1	CHEMBL1744490	Beta-lactamase pse-1	562	Escherichia coli
Q59514	bla	CHEMBL1744491	Beta-lactamase BRO-1	480	Moraxella catarrhalis
Q7B899	bla	CHEMBL1744492	Beta lactamase TEM-1	573	Klebsiella pneumoniae
Q99814	EPAS1	CHEMBL1744522	Endothelial PAS domain-containing protein 1	9606	Homo sapiens
Q9QXI6	Slc5a1	CHEMBL1744523	SGLT1 protein	10090	Mus musculus
Q8WWX8	SLC5A11	CHEMBL1744524	Sodium/myo-inositol cotransporter 2	9606	Homo sapiens
P43490	NAMPT	CHEMBL1744525	Nicotinamide phosphoribosyltransferase	9606	Homo sapiens
P16671	CD36	CHEMBL1744526	Platelet glycoprotein 4	9606	Homo sapiens
P9WJM9	mshC	CHEMBL1744527	L-cysteine:1D-myo-inositol 2-amino-2-deoxy-alpha-D-glucopyranoside ligase	1773	Mycobacterium tuberculosis
P52631	Stat3	CHEMBL1764933	Signal transducer and activator of transcription 3	10116	Rattus norvegicus
P04370	Mbp	CHEMBL1764935	Myelin basic protein	10090	Mus musculus
Q8TCT0	CERK	CHEMBL1764936	Ceramide kinase	9606	Homo sapiens
O00562	PITPNM1	CHEMBL1764937	Membrane-associated phosphatidylinositol transfer protein 1	9606	Homo sapiens
P07355	ANXA2	CHEMBL1764938	Annexin A2	9606	Homo sapiens
P27694	RPA1	CHEMBL1764940	Replication protein A 70 kDa DNA-binding subunit	9606	Homo sapiens
O95147	DUSP14	CHEMBL1764941	Dual specificity protein phosphatase 14	9606	Homo sapiens
Q5DUB1	TACR1	CHEMBL1764942	Substance-P receptor	10047	Meriones unguiculatus
P33242	Nr5a1	CHEMBL1764943	Steroidogenic factor 1	10090	Mus musculus
Q9UHJ3	SFMBT1	CHEMBL1764944	Scm-like with four mbt domains 1, isoform CRA_b	9606	Homo sapiens
Q86YI8	PHF13	CHEMBL1764945	PHD finger protein 13	9606	Homo sapiens
O95931	CBX7	CHEMBL1764946	Chromobox protein homolog 7	9606	Homo sapiens
Q9R0W2	Slc22a2	CHEMBL1770032	Solute carrier family 22 member 2	10116	Rattus norvegicus
O88446	Slc22a3	CHEMBL1770033	Solute carrier family 22 member 3	10116	Rattus norvegicus
Q8TBX8	PIP4K2C	CHEMBL1770034	Phosphatidylinositol-5-phosphate 4-kinase type-2 gamma	9606	Homo sapiens
P0C1R8	mraY	CHEMBL1770035	Phospho-N-acetylmuramoyl-pentapeptide-transferase	1280	Staphylococcus aureus
Q6ZWX6	Eif2s1	CHEMBL1770036	Eukaryotic translation initiation factor 2 subunit 1	10090	Mus musculus
P33766	Fpr1	CHEMBL1770037	fMet-Leu-Phe receptor	10090	Mus musculus
P0A7Y4	rnhA	CHEMBL1770039	Ribonuclease HI	83333	Escherichia coli (strain K12)
Q2MZF0	SCN5A	CHEMBL1770040	Voltage-gated sodium channel type V alpha polypeptide	9986	Oryctolagus cuniculus
Q60F97	HTR2C	CHEMBL1770041	5-hydroxytryptamine receptor 2C	9615	Canis familiaris
Q5NGP7	kdsD	CHEMBL1770042	Arabinose phosphate isomerase	177416	Francisella tularensis subsp. tularensis (strain SCHU S4 / Schu 4)
P9WKD7	rpiB	CHEMBL1770044	Ribose-5-phosphate isomerase B	1773	Mycobacterium tuberculosis
Q9N1E2	GPI	CHEMBL1770045	Glucose-6-phosphate isomerase	9986	Oryctolagus cuniculus
Q9ESG6	P2ry14	CHEMBL1770046	P2Y purinoceptor 14	10090	Mus musculus
Q9NY91	SLC5A4	CHEMBL1770047	Low affinity sodium-glucose cotransporter	9606	Homo sapiens
Q9UNH5	CDC14A	CHEMBL1772926	Dual specificity protein phosphatase CDC14A	9606	Homo sapiens
P34896	SHMT1	CHEMBL1772927	Serine hydroxymethyltransferase, cytosolic	9606	Homo sapiens
Q2M3G0	ABCB5	CHEMBL1772928	ATP-binding cassette sub-family B member 5	9606	Homo sapiens
P9WMC1	ethR	CHEMBL1772929	HTH-type transcriptional regulator EthR	1773	Mycobacterium tuberculosis
Q20MD5	M2	CHEMBL1772930	Matrix protein 2	385599	Influenza A virus
P04303	UNG	CHEMBL1772931	Uracil-DNA glycosylase	10254	Vaccinia virus (strain Western Reserve) (VACV) (Vaccinia virus (strainWR))
O43683	BUB1	CHEMBL1772932	Mitotic checkpoint serine/threonine-protein kinase BUB1	9606	Homo sapiens
Q9UJ42	GPR160	CHEMBL1777664	Probable G-protein coupled receptor 160	9606	Homo sapiens
O35956	Slc22a6	CHEMBL1777665	Solute carrier family 22 member 6	10116	Rattus norvegicus
O19175	CSNK1A1	CHEMBL1781858	Casein kinase I isoform alpha	9823	Sus scrofa
P46720	Slco1a1	CHEMBL1781859	Solute carrier organic anion transporter family member 1A1	10116	Rattus norvegicus
O35913	Slco1a4	CHEMBL1781860	Solute carrier organic anion transporter family member 1A4	10116	Rattus norvegicus
Q9QZX8	Slco1b2	CHEMBL1781861	Solute carrier organic anion transporter family member 1B2	10116	Rattus norvegicus
Q9BJF5	CDPK1	CHEMBL1781862	Calmodulin-domain protein kinase 1	5811	Toxoplasma gondii
Q704Y3	Trpv1	CHEMBL1781864	Transient receptor potential cation channel subfamily V member 1	10090	Mus musculus
P11021	HSPA5	CHEMBL1781865	78 kDa glucose-regulated protein	9606	Homo sapiens
Q02440	MYO5A	CHEMBL1781866	Myosin-Va	9031	Gallus gallus
P54697	myoJ	CHEMBL1781867	Myosin-J heavy chain	44689	Dictyostelium discoideum
Q53EL6	PDCD4	CHEMBL1781868	Programmed cell death protein 4	9606	Homo sapiens
P31401	VHA55	CHEMBL1781869	V-type proton ATPase subunit B	7130	Manduca sexta
Q92835	INPP5D	CHEMBL1781870	Phosphatidylinositol-3,4,5-trisphosphate 5-phosphatase 1	9606	Homo sapiens
Q61143	Trpc6	CHEMBL1795081	Short transient receptor potential channel 6	10090	Mus musculus
Q7CIL8	supX	CHEMBL1795082	DNA topoisomerase	632	Yersinia pestis
Q4R6F8	CCT2	CHEMBL1795083	T-complex protein 1 subunit beta	9541	Macaaca fascicularis
P32842	VMA11	CHEMBL1795084	V-type proton ATPase subunit c'	559292	Saccharomyces cerevisiae S288c
Q99700	ATXN2	CHEMBL1795085	Ataxin-2	9606	Homo sapiens
O94782	USP1	CHEMBL1795087	Ubiquitin carboxyl-terminal hydrolase 1	9606	Homo sapiens
P49407	ARRB1	CHEMBL1795088	Beta-arrestin-1	9606	Homo sapiens
P03230	LMP1	CHEMBL1795089	Latent membrane protein 1	10377	Human herpesvirus 4 (strain B95-8)
Q8K4F5	Abhd11	CHEMBL1795090	Abhydrolase domain-containing protein 11	10090	Mus musculus
P49798	RGS4	CHEMBL1795091	Regulator of G-protein signaling 4	9606	Homo sapiens
O14727	APAF1	CHEMBL1795093	Apoptotic protease-activating factor 1	9606	Homo sapiens
P51843	NR0B1	CHEMBL1795094	Nuclear receptor subfamily 0 group B member 1	9606	Homo sapiens
Q8VDG7	Pafah2	CHEMBL1795095	Platelet-activating factor acetylhydrolase 2, cytoplasmic	10090	Mus musculus
P0AE70	mazF	CHEMBL1795096	mRNA interferase MazF	83333	Escherichia coli K-12
Q9GZU7	CTDSP1	CHEMBL1795098	Carboxy-terminal domain RNA polymerase II polypeptide A small phosphatase 1	9606	Homo sapiens
Q9JN24	def	CHEMBL1795101	Peptide deformylase	562	Escherichia coli
P62745	RHOB	CHEMBL1795102	Rho-related GTP-binding protein RhoB	9606	Homo sapiens
Q9NPA2	MMP25	CHEMBL1795103	Matrix metalloproteinase-25	9606	Homo sapiens
A5A8K3	ednrA	CHEMBL1795104	Endothelin receptor type A	9986	Oryctolagus cuniculus
Q92945	KHSRP	CHEMBL1795105	Far upstream element-binding protein 2	9606	Homo sapiens
Q6S6F1	gyrB	CHEMBL1795106	Gyrase B	562	Escherichia coli
P13639	EEF2	CHEMBL1795108	Elongation factor 2	9606	Homo sapiens
O43921	EFNA2	CHEMBL1795109	Ephrin-A2	9606	Homo sapiens
Q63604	Ntrk2	CHEMBL1795111	BDNF/NT-3 growth factors receptor	10116	Rattus norvegicus
Q1R2J4	fimH	CHEMBL1795112	Type 1 fimbiral adhesin FimH	364106	Escherichia coli (strain UTI89 / UPEC)
P11226	MBL2	CHEMBL1795113	Mannose-binding protein C	9606	Homo sapiens
Q9NNX6	CD209	CHEMBL1795114	CD209 antigen	9606	Homo sapiens
O88831	Camkk2	CHEMBL1795115	Calcium/calmodulin-dependent protein kinase kinase 2	10116	Rattus norvegicus
O14744	PRMT5	CHEMBL1795116	Protein arginine N-methyltransferase 5	9606	Homo sapiens
Q8TEK3	DOT1L	CHEMBL1795117	Histone-lysine N-methyltransferase, H3 lysine-79 specific	9606	Homo sapiens
O43463	SUV39H1	CHEMBL1795118	Histone-lysine N-methyltransferase SUV39H1	9606	Homo sapiens
P68104	EEF1A1	CHEMBL1795120	Elongation factor 1-alpha 1	9606	Homo sapiens
Q03963	Eif2ak2	CHEMBL1795121	Interferon-induced, double-stranded RNA-activated protein kinase	10090	Mus musculus
Q05639	EEF1A2	CHEMBL1795122	Elongation factor 1-alpha 2	9606	Homo sapiens
Q16543	CDC37	CHEMBL1795123	Hsp90 co-chaperone Cdc37	9606	Homo sapiens
P56489	CHRM1	CHEMBL1795124	Muscarinic acetylcholine receptor M1	9544	Macaca mulatta
Q2PCB5	ca	CHEMBL1795125	Carbonic anhydrase	13489	Dicentrarchus labrax
Q8CA95	Pde10a	CHEMBL1795126	cAMP and cAMP-inhibited cGMP 3',5'-cyclic phosphodiesterase 10A	10090	Mus musculus
Q9QNF7	TK	CHEMBL1795127	Thymidine kinase	10298	Human herpesvirus 1
P13159	TK	CHEMBL1795128	Thymidine kinase	10334	Feline herpesvirus 1
P05231	IL6	CHEMBL1795129	Interleukin-6	9606	Homo sapiens
P61278	SST	CHEMBL1795130	Somatostatin	9606	Homo sapiens
Q09328	MGAT5	CHEMBL1795131	Alpha-1,6-mannosylglycoprotein 6-beta-N-acetylglucosaminyltransferase A	9606	Homo sapiens
Q08834	Mgat5	CHEMBL1795132	Alpha-1,6-mannosylglycoprotein 6-beta-N-acetylglucosaminyltransferase A	10116	Rattus norvegicus
Q62108	Dlg4	CHEMBL1795134	Disks large homolog 4	10090	Mus musculus
C3TDZ2	fabH	CHEMBL1795135	3-oxoacyl-[acyl-carrier-protein] synthase 3	562	Escherichia coli
P12276	FASN	CHEMBL1795136	Fatty acid synthase	9031	Gallus gallus
Q29473	CYP2D15	CHEMBL1795137	Cytochrome P450 2D15	9615	Canis familiaris
O60235	TMPRSS11D	CHEMBL1795138	Transmembrane protease serine 11D	9606	Homo sapiens
Q8IU80	TMPRSS6	CHEMBL1795139	Transmembrane protease serine 6	9606	Homo sapiens
O15393	TMPRSS2	CHEMBL1795140	Transmembrane protease serine 2	9606	Homo sapiens
O35744	Chil3	CHEMBL1795141	Chitinase-3-like protein 3	10090	Mus musculus
P26595	Serpina1	CHEMBL1795142	Alpha-1-antiproteinase	10089	Mus caroli
Q86W56	PARG	CHEMBL1795143	Poly(ADP-ribose) glycohydrolase	9606	Homo sapiens
Q834R3	thyA	CHEMBL1795144	Thymidylate synthase	226185	Enterococcus faecalis (strain ATCC 700802 / V583)
A2CF88	Alox15	CHEMBL1795145	Arachidonate 15-lipoxygenase	10090	Mus musculus
O08556	Ccr5	CHEMBL1795146	C-C chemokine receptor type 5	10116	Rattus norvegicus
Q1ZY22	CCR5	CHEMBL1795147	C-C chemokine receptor type 5	9986	Oryctolagus cuniculus
P78540	ARG2	CHEMBL1795148	Arginase-2, mitochondrial	9606	Homo sapiens
Q8WPZ7	arg	CHEMBL1795149	Arginase	5833	Plasmodium falciparum
Q6DHV7	ADAL	CHEMBL1795150	Adenosine deaminase-like protein	9606	Homo sapiens
P49789	FHIT	CHEMBL1795151	Bis(5'-adenosyl)-triphosphatase	9606	Homo sapiens
C3TIE2	aroG	CHEMBL1795152	Phospho-2-dehydro-3-deoxyheptonate aldolase	562	Escherichia coli
E2QDN0	thyA	CHEMBL1795153	Thymidylate synthase (EC 2.1.1.45) (TS) (TSase)	562	Escherichia coli
Q8KHG4	lgtA	CHEMBL1795154	Beta 1,3 N-acetylglucosaminyltransferase	487	Neisseria meningitidis
P33883	lasI	CHEMBL1795157	Acyl-homoserine-lactone synthase	208964	Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG12228)
Q51559	rhlA	CHEMBL1795159	Rhamnosyltransferase 1 subunit A	208964	Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG12228)
P46863	Klp61F	CHEMBL1795160	Bipolar kinesin KRP-130	7227	Drosophila melanogaster
P9WG57	thyX	CHEMBL1795161	Thymidylate synthase thyX	1773	Mycobacterium tuberculosis
P9WFR9	thyA	CHEMBL1795162	Thymidylate synthase	1773	Mycobacterium tuberculosis
P0C5S6	luxN	CHEMBL1795163	Autoinducer 1 sensor kinase/phosphatase luxN	669	Vibrio harveyi
D3W065	cviR	CHEMBL1795164	CviR transcriptional regulator	536	Chromobacterium violaceum
P57058	HUNK	CHEMBL1795165	Hormonally up-regulated neu tumor-associated kinase	9606	Homo sapiens
Q12772	SREBF2	CHEMBL1795166	Sterol regulatory element-binding protein 2	9606	Homo sapiens
Q9QUK6	Tlr4	CHEMBL1795167	Toll-like receptor 4	10090	Mus musculus
Q9NZ45	CISD1	CHEMBL1795168	CDGSH iron-sulfur domain-containing protein 1	9606	Homo sapiens
Q9IGQ6	NA	CHEMBL1795169	Neuraminidase	88776	Influenza A virus (strain A/Brevig Mission/1/1918 H1N1) (Influenza Avirus (strain A/South Carolina/1/1918 H1N1))
Q62190	Mst1r	CHEMBL1795170	Macrophage-stimulating protein receptor	10090	Mus musculus
O60741	HCN1	CHEMBL1795171	Potassium/sodium hyperpolarization-activated cyclic nucleotide-gated channel 1	9606	Homo sapiens
Q9UL51	HCN2	CHEMBL1795172	Potassium/sodium hyperpolarization-activated cyclic nucleotide-gated channel 2	9606	Homo sapiens
Q9P1Z3	HCN3	CHEMBL1795173	Potassium/sodium hyperpolarization-activated cyclic nucleotide-gated channel 3	9606	Homo sapiens
Q91Y86	Mapk8	CHEMBL1795174	Mitogen-activated protein kinase 8	10090	Mus musculus
P97698	Smo	CHEMBL1795175	Smoothened homolog	10116	Rattus norvegicus
Q9NQR1	KMT5A	CHEMBL1795176	N-lysine methyltransferase SETD8	9606	Homo sapiens
Q9H5I1	SUV39H2	CHEMBL1795177	Histone-lysine N-methyltransferase SUV39H2	9606	Homo sapiens
P01137	TGFB1	CHEMBL1795178	Transforming growth factor beta-1	9606	Homo sapiens
Q6R327	RICTOR	CHEMBL1795179	Rapamycin-insensitive companion of mTOR	9606	Homo sapiens
Q8K3T4	Ffar1	CHEMBL1795180	Free fatty acid receptor 1	10116	Rattus norvegicus
P30987	Tbxa2r	CHEMBL1795181	Thromboxane A2 receptor	10090	Mus musculus
Q9N623	CRT	CHEMBL1795182	Chloroquine resistance transporter	5833	Plasmodium falciparum
P31228	DDO	CHEMBL1795183	D-aspartate oxidase	9913	Bos taurus
Q86U86	PBRM1	CHEMBL1795184	Protein polybromo-1	9606	Homo sapiens
Q58F21	BRDT	CHEMBL1795185	Bromodomain testis-specific protein	9606	Homo sapiens
Q15059	BRD3	CHEMBL1795186	Bromodomain-containing protein 3	9606	Homo sapiens
Q48935	aphA	CHEMBL1795187	Acetylpolyamine aminohydrolase	40837	Mycoplana ramosa
Q96NT5	SLC46A1	CHEMBL1795188	Proton-coupled folate transporter	9606	Homo sapiens
P19096	Fasn	CHEMBL1795189	Fatty acid synthase	10090	Mus musculus
Q15131	CDK10	CHEMBL1795191	Cyclin-dependent kinase 10	9606	Homo sapiens
Q14004	CDK13	CHEMBL1795192	Cyclin-dependent kinase 13	9606	Homo sapiens
Q96S38	RPS6KC1	CHEMBL1795193	Ribosomal protein S6 kinase delta-1	9606	Homo sapiens
P48426	PIP4K2A	CHEMBL1795194	Phosphatidylinositol-5-phosphate 4-kinase type-2 alpha	9606	Homo sapiens
Q96Q15	SMG1	CHEMBL1795195	Serine/threonine-protein kinase SMG1	9606	Homo sapiens
Q96J92	WNK4	CHEMBL1795196	Serine/threonine-protein kinase WNK4	9606	Homo sapiens
P25092	GUCY2C	CHEMBL1795197	Heat-stable enterotoxin receptor	9606	Homo sapiens
Q7RTN6	STRADA	CHEMBL1795198	STE20-related kinase adapter protein alpha	9606	Homo sapiens
Q9Y572	RIPK3	CHEMBL1795199	Receptor-interacting serine/threonine-protein kinase 3	9606	Homo sapiens
Q8ZEY1	ispE	CHEMBL1795200	4-diphosphocytidyl-2-C-methyl-D-erythritol kinase	632	Yersinia pestis
P24460	CYP2B11	CHEMBL1907981	Cytochrome P450 2B11	9615	Canis familiaris
P24463	CYP3A12	CHEMBL1907982	Cytochrome P450 3A12	9615	Canis familiaris
P12791	Cyp2b10	CHEMBL1907983	Cytochrome P450 2B10	10090	Mus musculus
Q64459	Cyp3a11	CHEMBL1907984	Cytochrome P450 3A11	10090	Mus musculus
P00179	CYP2C5	CHEMBL1907985	Cytochrome P450 2C5	9986	Oryctolagus cuniculus
P05178	Cyp2c6	CHEMBL1907986	Cytochrome P450 2C6	10116	Rattus norvegicus
O14936	CASK	CHEMBL1908381	Peripheral plasma membrane protein CASK	9606	Homo sapiens
Q13523	PRPF4B	CHEMBL1908382	Serine/threonine-protein kinase PRP4 homolog	9606	Homo sapiens
O60331	PIP5K1C	CHEMBL1908383	Phosphatidylinositol-4-phosphate 5-kinase type-1 gamma	9606	Homo sapiens
Q9NRH2	SNRK	CHEMBL1908384	SNF-related serine/threonine-protein kinase	9606	Homo sapiens
P9WI81	pknB	CHEMBL1908385	Serine/threonine-protein kinase pknB	1773	Mycobacterium tuberculosis
Q6XUX3	DSTYK	CHEMBL1908386	Dual serine/threonine and tyrosine protein kinase	9606	Homo sapiens
P62344	CPK1	CHEMBL1908387	Calcium-dependent protein kinase 1	36329	Plasmodium falciparum (isolate 3D7)
P61075	CRK2	CHEMBL1908388	Cell division control protein 2 homolog	36329	Plasmodium falciparum (isolate 3D7)
Q12852	MAP3K12	CHEMBL1908389	Mitogen-activated protein kinase kinase kinase 12	9606	Homo sapiens
A6XA80	LTC4S	CHEMBL1909043	Leukotriene C4 synthase	10141	Cavia porcellus
Q690N0	PGR	CHEMBL1909044	Progesterone receptor	9913	Bos taurus
Q06210	GFPT1	CHEMBL1909481	Glucosamine--fructose-6-phosphate aminotransferase [isomerizing] 1	9606	Homo sapiens
P31947	SFN	CHEMBL1909482	14-3-3 protein sigma	9606	Homo sapiens
O70456	Sfn	CHEMBL1909483	14-3-3 protein sigma	10090	Mus musculus
Q9P0U3	SENP1	CHEMBL1909484	Sentrin-specific protease 1	9606	Homo sapiens
B2LUN4	GSK3-beta	CHEMBL1909485	Glycogen synthase kinase 3 beta	9823	Sus scrofa
Q9ULC6	PADI1	CHEMBL1909486	Protein-arginine deiminase type-1	9606	Homo sapiens
Q9Y2J8	PADI2	CHEMBL1909487	Protein-arginine deiminase type-2	9606	Homo sapiens
Q9ULW8	PADI3	CHEMBL1909488	Protein-arginine deiminase type-3	9606	Homo sapiens
P33437	prtC	CHEMBL1909489	Collagenase	837	Porphyromonas gingivalis
P01584	IL1B	CHEMBL1909490	Interleukin-1 beta	9606	Homo sapiens
Q28905	PTGFR	CHEMBL1909491	Prostaglandin F2-alpha receptor	9940	Ovis aries
Q9NP87	POLM	CHEMBL1914260	DNA-directed DNA/RNA polymerase mu	9606	Homo sapiens
O94222	lcc2	CHEMBL1914261	Laccase	5325	Trametes versicolor
O08530	S1pr1	CHEMBL1914262	Sphingosine 1-phosphate receptor 1	10090	Mus musculus
P48303	S1pr1	CHEMBL1914263	Sphingosine 1-phosphate receptor 1	10116	Rattus norvegicus
Q1LK00	kynA	CHEMBL1914265	Tryptophan 2,3-dioxygenase	266264	Ralstonia metallidurans (strain CH34 / ATCC 43123 / DSM 2839)
P10997	IAPP	CHEMBL1914266	Islet amyloid polypeptide	9606	Homo sapiens
P51657	Hsd17b1	CHEMBL1914267	Estradiol 17-beta-dehydrogenase 1	10116	Rattus norvegicus
Q62730	Hsd17b2	CHEMBL1914268	Estradiol 17-beta-dehydrogenase 2	10116	Rattus norvegicus
P51656	Hsd17b1	CHEMBL1914269	Estradiol 17-beta-dehydrogenase 1	10090	Mus musculus
P51658	Hsd17b2	CHEMBL1914270	Estradiol 17-beta-dehydrogenase 2	10090	Mus musculus
Q9GME2	HSD17B1	CHEMBL1914271	17-beta-hydroxysteroid dehydrogenase type 1	9483	Callithrix jacchus
Q8WTV0	SCARB1	CHEMBL1914272	Scavenger receptor class B member 1	9606	Homo sapiens
P10688	Plcd1	CHEMBL1914273	1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase delta-1	10116	Rattus norvegicus
P97696	Cyth3	CHEMBL1914274	Cytohesin-3	10116	Rattus norvegicus
Q9WTU3	Scn8a	CHEMBL1914275	Sodium channel protein type 8 subunit alpha	10090	Mus musculus
P63252	KCNJ2	CHEMBL1914276	Inward rectifier potassium channel 2	9606	Homo sapiens
Q7Z2H8	SLC36A1	CHEMBL1914279	Proton-coupled amino acid transporter 1	9606	Homo sapiens
O08580	Esrra	CHEMBL1914280	Steroid hormone receptor ERR1	10090	Mus musculus
P20291	Alox5ap	CHEMBL1921661	Arachidonate 5-lipoxygenase-activating protein	10116	Rattus norvegicus
Q9KM66	cqsS	CHEMBL1921662	CAI-1 autoinducer sensor kinase/phosphatase CqsS	243277	Vibrio cholerae serotype O1 (strain ATCC 39315 / El Tor Inaba N16961)
B6F061	MCHR1	CHEMBL1921663	Melanin-concentrating hormone receptor 1	9541	Macaca fascicularis
Q9UBU3	GHRL	CHEMBL1921664	Appetite-regulating hormone	9606	Homo sapiens
P9WMW7	mraY	CHEMBL1921665	Phospho-N-acetylmuramoyl-pentapeptide-transferase	1773	Mycobacterium tuberculosis
P0A0K8	gyrB	CHEMBL1921666	DNA gyrase subunit B	1280	Staphylococcus aureus
P50336	PPOX	CHEMBL1926488	Protoporphyrinogen oxidase	9606	Homo sapiens
O24164	PPXII	CHEMBL1926489	Protoporphyrinogen oxidase, mitochondrial	4097	Nicotiana tabacum
Q9TSW7	alpha-1A	CHEMBL1926490	Alpha-1A adrenergic receptor	9823	Sus scrofa
P34884	Mif	CHEMBL1926491	Macrophage migration inhibitory factor	10090	Mus musculus
Q5TCY1	TTBK1	CHEMBL1926492	Tau-tubulin kinase 1	9606	Homo sapiens
Q9Z1E3	Nfkbia	CHEMBL1926493	NF-kappa-B inhibitor alpha	10090	Mus musculus
Q9Y6H5	SNCAIP	CHEMBL1926494	Synphilin-1	9606	Homo sapiens
Q8HZ64	TAAR1	CHEMBL1926495	Trace amine-associated receptor 1	9544	Macaca mulatta
P12643	BMP2	CHEMBL1926496	Bone morphogenetic protein 2	9606	Homo sapiens
Q96PH1	NOX5	CHEMBL1926497	NADPH oxidase 5	9606	Homo sapiens
Q28691	PTGER4	CHEMBL1926498	Prostaglandin E2 receptor EP4 subtype	9986	Oryctolagus cuniculus
D5F1R0	NA	CHEMBL1926499	Neuraminidase	504904	Influenza A virus
O95372	LYPLA2	CHEMBL1932891	Acyl-protein thioesterase 2	9606	Homo sapiens
P00698	LYZ	CHEMBL1932892	Lysozyme C	9031	Gallus gallus
P42677	RPS27	CHEMBL1932893	40S ribosomal protein S27	9606	Homo sapiens
P06821	M	CHEMBL1932894	Matrix protein 2	211044	Influenza A virus (strain A/Puerto Rico/8/1934 H1N1)
P49281	SLC11A2	CHEMBL1932895	Natural resistance-associated macrophage protein 2	9606	Homo sapiens
P15311	EZR	CHEMBL1932896	Ezrin	9606	Homo sapiens
P03437	HA	CHEMBL1932897	Hemagglutinin	387139	Influenza A virus (strain A/Aichi/2/1968 H3N2)
Q6P1E0	Syk	CHEMBL1932898	Syk protein	10090	Mus musculus
P79227	MMP12	CHEMBL1932899	Macrophage metalloelastase	9986	Oryctolagus cuniculus
A9X4R8	MMP-12	CHEMBL1932900	Matrix metalloproteinase-12	9615	Canis familiaris
Q9X1N5	wecA	CHEMBL1932901	Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase	243274	Thermotoga maritima (strain ATCC 43589 / MSB8 / DSM 3109 / JCM 10099)
Q29451	MAN2B1	CHEMBL1932902	Lysosomal alpha-mannosidase	9913	Bos taurus
Q4U3Q4	PPARG	CHEMBL1932903	Peroxisome proliferator-activated receptor gamma	9615	Canis familiaris
Q0ZAQ8	PPARD	CHEMBL1932904	Peroxisome proliferator-activated receptor delta	9615	Canis familiaris
P70385	Hsd17b3	CHEMBL1932905	Testosterone 17-beta-dehydrogenase 3	10090	Mus musculus
Q9SMN0	CXE12	CHEMBL1932906	Probable carboxylesterase 12	3702	Arabidopsis thaliana
Q9M9Z2	TPP2	CHEMBL1932907	Probable thylakoidal processing peptidase 2, chloroplastic	3702	Arabidopsis thaliana
Q56WF8	SCPL48	CHEMBL1932908	Serine carboxypeptidase-like 48	3702	Arabidopsis thaliana
Q9ZQ91	CXE7	CHEMBL1932909	Probable carboxylesterase 7	3702	Arabidopsis thaliana
Q2G036	clpP	CHEMBL1932910	ATP-dependent Clp protease proteolytic subunit	93061	Staphylococcus aureus (strain NCTC 8325)
Q99MK2	Kat5	CHEMBL1932911	Histone acetyltransferase KAT5	10116	Rattus norvegicus
Q9H7Z6	KAT8	CHEMBL1932912	Histone acetyltransferase KAT8	9606	Homo sapiens
Q183M8	slpA	CHEMBL1938206	Precursor of the S-layer proteins	272563	Clostridium difficile (strain 630)
Q183M1	cwp84	CHEMBL1938207	Cell surface protein	272563	Clostridium difficile (strain 630)
Q8NB78	KDM1B	CHEMBL1938208	Lysine-specific histone demethylase 1B	9606	Homo sapiens
Q9Y4C1	KDM3A	CHEMBL1938209	Lysine-specific demethylase 3A	9606	Homo sapiens
Q9Y2K7	KDM2A	CHEMBL1938210	Lysine-specific demethylase 2A	9606	Homo sapiens
O15054	KDM6B	CHEMBL1938211	Lysine-specific demethylase 6B	9606	Homo sapiens
Q9UPP1	PHF8	CHEMBL1938212	Histone lysine demethylase PHF8	9606	Homo sapiens
Q9Z2R9	Eif2ak1	CHEMBL1938213	Eukaryotic translation initiation factor 2-alpha kinase 1	10090	Mus musculus
Q99542	MMP19	CHEMBL1938214	Matrix metalloproteinase-19	9606	Homo sapiens
