#,SID,CID,BioAssay_Source,RankScore,Outcome,Xref,URL,Comment,DepositDate,"Activity Outcome","Activity Score","p450-cyp2c9-Potency_&#956;M","p450-cyp2c9-Curve_Description","p450-cyp2c9-Fit_LogAC50","p450-cyp2c9-Fit_HillSlope","p450-cyp2c9-Fit_R2","p450-cyp2c9-Fit_InfiniteActivity_%","p450-cyp2c9-Fit_ZeroActivity_%","p450-cyp2c9-Fit_CurveClass","p450-cyp2c9-Excluded_Points","p450-cyp2c9-Max_Response","p450-cyp2c9-Activity at 0.0007 uM_%","p450-cyp2c9-Activity at 0.00160 uM_%","p450-cyp2c9-Activity at 0.00368 uM_%","p450-cyp2c9-Activity at 0.00820 uM_%","p450-cyp2c9-Activity at 0.018 uM_%","p450-cyp2c9-Activity at 0.041 uM_%","p450-cyp2c9-Activity at 0.091 uM_%","p450-cyp2c9-Activity at 0.204 uM_%","p450-cyp2c9-Activity at 0.457 uM_%","p450-cyp2c9-Activity at 1.022 uM_%","p450-cyp2c9-Activity at 2.286 uM_%","p450-cyp2c9-Activity at 5.111 uM_%","p450-cyp2c9-Activity at 11.43 uM_%","p450-cyp2c9-Activity at 25.56 uM_%","p450-cyp2c9-Activity at 57.14 uM_%"
4193,11111215,3538,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-27.95,13.19,15.58,5.333,12.2,5.795,4.954,3.803,-8.483,11.08,14.47,3.134,22.43,16.64,-3.156,-27.95
4194,11111213,119558,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-16.34,20.97,-0.1843,20.18,0.4485,-2.185,-1.49,5.804,-12.28,3.474,4.941,-6.9,4.117,-3.707,13.04,-16.34
4195,11111212,5353646,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,21.13,-7.587,-26.87,-15.41,-5.706,5.787,-6.344,-11.95,12.97,-14.82,15.34,-9.506,24.61,-8.873,21.13,
4196,11111211,5353646,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,5.539,-9.92,-12.34,-7.729,-5.798,-11.87,-18.52,-10.72,-5.967,7.483,13.3,-20.13,4.51,-2.454,10.17,5.539
4197,11111210,4266,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-11.78,6.759,4.142,3.545,1.046,0.0767,-9.301,-0.8062,-3.086,7.591,2.936,10.56,-11.13,7.091,5.669,-11.78
4198,11111209,158397,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-4.074,-11.24,9.532,-0.6847,14.12,-5.384,19.11,6.693,-0.5924,0.8829,-6.172,-13.66,-7.787,17.66,-4.127,-4.074
4199,11111208,3532,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-16.07,6.861,-18.93,-7.396,-4.688,3.229,6.838,4.804,-3.189,15.11,10.28,-2.429,9.968,16.97,2.118,-16.07
4200,11111207,3765,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-8.32,-16.85,-20.13,-0.1374,-1.527,-4.412,-2.643,-11.84,-12.65,4.282,8.544,9.722,16.21,-9.585,15.91,-8.32
4201,11111205,6603854,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-11.26,8.272,-3.213,3.525,-9.747,15.91,0.2872,12.76,-5.456,6.685,17.18,-3.04,-7.766,17.76,12.36,-11.26
4202,11111204,6603853,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,14.15,9.785,3.846,-5.182,-0.0431,30.3,-1.391,-6.324,1.036,7.408,-8.364,1.967,-14.32,0.4363,-3.428,14.15
4203,11111200,688477,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,25.68,11.49,13.28,2.33,-15.74,7.053,10.65,4.334,16.81,-20.36,1.509,-36.38,-20.9,5.424,4.454,25.68
4204,11111195,5702160,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,10.42,-19.35,-19.68,-0.8757,-0.4239,-13.59,-0.1869,-0.5367,25.48,11.37,2.13,-15.86,0.331,1.122,10.42,
4205,11111194,5702160,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-1.546,10.5,-2.756,3.503,-8.676,18.87,-5.583,3.249,6.61,20.62,4.262,4.85,-15.37,-14.61,28.62,-1.546
4206,11111193,6603852,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-5.473,2.444,-3.926,6.41,-5.927,16.87,0.3256,-8.37,-12.59,10.77,0.3783,-38.99,-1.219,-11.6,23.08,-5.473
4207,11111192,6603851,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-2.429,15.15,3.676,2.462,3.306,-4.684,-11.25,-9.513,8.517,2.833,-8.606,8.64,-5.969,2.236,10.77,-2.429
4208,11111191,6603850,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,9.404,4.983,-12.89,-10.08,7.842,6.333,-8.807,-8.579,-0.4345,-9.331,8.626,4.773,0.3912,-10.09,2.18,9.404
4209,11111188,3442,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-19.92,13.2,17.7,-8.358,12.61,-8.806,14.68,-1.24,-4.237,35.94,-1.907,23.47,-10.81,7.218,-19.92,
4210,11111187,3442,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,0.1195,-6.113,-5.55,-11.82,-5.13,-0.5262,-4.991,-23.43,-14,-1.895,-6.628,2.962,-13.96,13.65,14.69,0.1195
4211,11111185,673470,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-9.44,6.958,1.527,-3.496,-11.68,-9.31,-18.4,-17.97,-14.96,6.59,-4.429,14.27,4.823,9.481,-9.713,-9.44
4212,11111183,3344,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,21.36,5.405,3.377,-2.578,-9.389,-2.095,-7.266,11.89,-9.552,4.178,-1.864,11.86,-10.64,-4.23,-10.87,21.36
4213,11111182,3339,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-71.5,-95.55,-97.7,-55.34,-12.08,26.48,34.29,15.7,19.46,-0.0005,-10.94,-17.1,-28.14,-58.22,-71.5,
4214,11111180,3372,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-23.76,13.56,13.96,0.5395,8.846,3.071,17.73,27.15,-20.57,0.5787,-4.692,30.53,16.79,-11.83,-23.76,
4215,11111179,3372,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-7.41,5.861,-1.159,4.269,-13.47,0.9879,11.06,-10.05,15.87,5.47,12.7,2.8,31,-14.65,-14.1,-7.41
4216,11111178,716314,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-8.001,3.083,8.894,-1.602,-0.8456,-0.0174,2.257,1.554,4.115,-6.25,-5.459,0.1377,9.614,-4.876,1.975,-8.001
4217,11111177,6603849,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-0.8297,-3.3,-2.089,-5.97,1.946,-5.949,-1.767,-5.748,13.98,1.982,14.83,10.88,-10.29,29.41,6.193,-0.8297
4218,11111176,6603848,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-11.97,-43.1,-19,-21.25,-19.39,-21.06,-1.925,-9.528,-13.15,27.67,-13.29,17.69,16.13,-10.24,-1.363,-11.97
4219,11111172,688469,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,14.21,-6.322,13.87,-3.774,-5.505,-10.13,0.222,-8.099,0.0959,8.064,-11.36,-15.8,-13.95,6.322,-0.3883,14.21
4220,11111170,1548968,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,5.983,-11.26,-5.494,13.29,-5.811,-10.3,-12.2,-5.784,-15.17,10.86,-4.899,-24.06,10.96,15.13,-19.11,5.983
4221,11111166,3433,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,13.32,0.8994,10.41,-17.47,2.453,-8.001,5.72,-8.714,-8.583,9.682,-11.28,1.043,11.94,5.198,12.77,13.32
4222,11111165,5281878,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-16.84,6.813,21.11,-5.758,8.325,-8.72,-15.37,10.18,6.827,3.987,-16.05,0.8915,4.727,12.21,-16.84,
4223,11111164,5281878,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-20.15,3.519,3.86,-2.809,9.256,8.02,-0.2883,-1.608,1.877,7.067,4.129,-4.99,0.1036,21.65,9.482,-20.15
4224,11111159,6603845,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-20.58,10.24,-2.27,-2.017,-1.243,2.179,-4.043,2.047,14.57,-18.63,7.46,2.585,5.63,-6.434,3.494,-20.58
4225,11111156,166776,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,5.981,-8.146,-15.15,-5.648,-11.17,10.36,18.37,-3.093,11.93,-10.24,0.8694,-16.75,-7.324,6.938,-0.9895,5.981
4226,11111155,6603844,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,5.511,-12.11,-28,11.57,-0.7965,-19.02,2.621,38.85,-17.32,27.4,1.793,16.51,22.72,-11.35,-11.81,5.511
4227,11111154,5816,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-12.56,4.184,-10.46,3.83,-17.95,-10.43,-19.65,15.59,12.95,-9.296,-13.8,-3.239,3.764,11.89,-6.974,-12.56
4228,11111153,6207,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,6.97,3.118,-13.33,10.52,-1.236,-14.96,-10.57,7.429,-23.2,-14.05,13.01,-6.922,-18.61,9.499,-15.61,6.97
4229,11111152,4362,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-9.217,13.37,7.712,34.49,-2.562,-10.13,41.89,13.5,4.613,-2.706,12.6,-7.628,-5.454,29.2,-10.05,-9.217
4230,11111145,208820,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,1.865,-4.723,-13.39,7.305,-0.0139,2.526,3.224,-12.48,-14.83,3.537,-9.598,-1.26,18.3,5.804,-9.011,1.865
4231,11111144,3202,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-2.665,3.952,35.41,-4.735,-11.74,4.088,-6.246,37.3,3.3,-2.034,-7.759,16.05,-14.05,-3.006,-2.665,
4232,11111143,3202,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,6.928,-0.4258,-8.455,25.79,9.988,-17.92,22.38,-14.38,-8.41,-22.6,7.957,-21.33,-3.65,-0.5073,-5.457,6.928
4233,11111141,5139,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-2.857,-1.355,-5.618,-4.126,-8.518,-5.337,12.03,14.57,5.068,2.135,0.3438,6.427,7.208,5.166,0.7161,-2.857
4234,11111140,439487,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,21.59,-2.86,12.2,-14.25,-16.75,-19.75,-23.76,36.86,5.471,-4.335,11.07,-11.62,-16.01,6.323,-5.981,21.59
4235,11111139,6603839,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-16.98,2.132,-8.089,-0.8432,-13.13,32.16,8.241,-15.19,21.02,4.251,-9.547,-4.381,-16.28,23.96,-0.5348,-16.98
4236,11111138,6603838,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,8.904,13.76,-3.05,-8.867,0.7032,-8.369,-2.313,4.536,-9.358,-12.53,-4.67,-12.86,23.2,0.7697,-9.485,8.904
4237,11111137,3277,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-17.75,-0.4691,5.027,7.287,-9.279,21.97,1.264,-2.791,-1.889,1.113,6.332,4.484,-2.03,18.33,-20.15,-17.75
4238,11111136,6603836,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,11.59,4.613,-10.61,-0.09,5.565,-8.512,-11.46,-0.6114,-16.36,-6.139,-13.27,-7.316,-0.2359,-10.14,7.752,11.59
4239,11111135,6603835,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-3.875,12.53,15.42,8.106,-3.705,1.127,-3.449,4.44,-7.539,-6.3,3.161,6.979,1.656,-11.69,3.083,-3.875
4240,11111131,9363,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,3.468,17.44,12.14,-3.86,1.149,-8.552,-18.77,9.289,-15.55,-9.934,8.149,-7.147,-3.919,13.25,3.468,
4241,11111129,149793,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-4.425,4.801,30.15,11.63,-25.25,-2.361,3.372,-6.716,-14.02,0.0455,10.82,4.11,2.741,-4.403,-4.291,-4.425
4242,11111128,11972589,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-3.173,-1.807,24.62,-10.13,14.22,-6.505,-9.574,-9.193,-6.236,7.935,9.825,-3.858,-9.156,-7.098,5.496,-3.173
4243,11111127,6603832,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,1.396,-9.374,-0.572,-0.5999,-5.837,-17.29,-2.205,-9.713,-6.17,2.812,21.02,7.47,5.651,1.273,0.3108,1.396
4244,11111125,104999,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-5.203,5.44,19.76,-9.928,-2.495,-2.825,-0.9721,-6.324,32,-2.429,-10.87,-14.55,0.0737,0.7246,-4.517,-5.203
4245,11111123,107704,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,14.96,23.02,5.528,16.2,7.202,5.418,-14.01,-4.948,1.467,-22.43,-8.112,-16.38,-28.39,13.09,12.19,14.96
4246,11111122,4943,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-21.02,-17.12,14.46,35.91,24.6,-19.13,2.96,-11.75,3.416,-6.871,43.6,-18.59,4.719,10.41,-21.02,
4247,11111120,1317,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,3.552,16.74,16.83,-7.229,3.152,1.404,-0.1716,-0.6404,-9.071,1.994,-7.05,-0.3136,24.75,-7.565,0.4111,3.552
4248,11111118,54705183,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,7.351,3.632,0.5291,-15.95,-12.15,-4.031,-6.337,3.988,22.03,-4.236,-0.3141,4.078,6.229,5.989,1.874,7.351
4249,11111115,6047,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-15.97,8.461,0.1347,-0.2399,-11.67,0.8047,-19.75,-0.0176,-20.13,9.136,-8.901,-9.089,-23.02,-3.115,14.3,-15.97
4250,11111114,6603829,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-12.54,-15,-0.833,-7.925,-0.7604,-4.907,0.6922,-0.3997,-8.137,-5.656,-12.49,15.25,-3.537,-2.931,15.99,-12.54
4251,11111112,547,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-21.45,15,-6.05,-3.299,-7.57,0.3101,-2.951,-12.82,-3.005,4.875,-10.49,2.143,-4.029,27.42,32.19,-21.45
4252,11111111,3019,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,2.812,-22.74,40.24,-6.043,9.948,11.74,0.1419,14.73,-0.3309,-18.28,-12.37,-17.45,11.18,6.104,2.812,
4253,11111108,6603827,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,14.61,4.888,0.2359,-8.803,0.3083,1.825,13.19,-18.72,-6.533,-2.022,16.71,19.98,2.394,-6.818,1.803,14.61
4254,11111104,6603825,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-10.89,-1.26,2.81,-5.906,-4.091,-6.782,2.311,11.92,-17.16,-14.26,1.017,-7.403,5.848,-19.86,27.96,-10.89
4255,11111103,114771,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-18.76,-5.988,10.83,0.439,10.35,28.53,14.15,2.137,-7.891,4.746,9.801,0.6733,-1.823,0.6911,36.16,-18.76
4256,11111100,6603824,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,12.74,-17.24,-6.186,-9.084,-3.485,7.705,-8.438,-5.751,30.21,0.0297,12.28,-8.558,-2.856,-7.422,2.349,12.74
4257,11111097,5311064,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,5.845,-1.135,5.215,0.9622,-6.219,3.814,4.371,-2.455,-18.07,1.155,4.107,-4.167,-2.911,-14.62,-7.533,5.845
4258,11111096,673467,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-7.307,-5.436,-9.351,-0.2473,-4.843,-0.3654,-1.557,-9.797,-2.424,-4.361,-6.149,-1.336,-15.85,1.107,3.928,-7.307
4259,11111094,1474,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,17.86,-2.695,13.23,3.705,-5.483,-7.537,-12.1,-2.945,14.79,-15.69,7.538,-2.167,-12.44,-1.608,50.45,17.86
4260,11111093,6603823,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,11.24,-9.319,8.703,-17.91,2.56,-12.48,-6.799,-11.65,-1.769,-3.599,-12.4,-21.52,-20.82,6.983,34.3,11.24
4261,11111092,6603822,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-10.34,3.602,-3.643,2.163,-10.11,16.73,-7.588,2.715,-8.278,-0.5597,-5.746,17.3,20.08,-8.229,3.418,-10.34
4262,11111090,3053,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-14.26,-13.36,-6.229,5.015,21.04,10.09,4.173,0.9976,21.93,-3.312,-9.081,-26.08,8.722,22.21,-14.26,
4263,11111089,3053,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-10.44,2.982,1.29,-6.099,6.728,2.054,-8.508,-7.046,18.83,6.218,-5.069,-6.266,-8.552,11.7,9.406,-10.44
4264,11111088,54686775,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-18.64,2.277,-10.38,-3.898,8.902,-25.06,13.87,27.06,31.11,3.069,5.692,-11.3,21.27,2.424,12.57,-18.64
4265,11111087,156294,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,12.4,-6.884,-1.002,-6.274,0.8557,10.1,-0.82,-2.155,-15.24,11.92,-12.12,20.03,-2.778,-11.7,0.9226,12.4
4266,11111086,156294,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,1.468,-16.78,-8.131,22.55,-12.25,0.7822,-0.2795,-3.408,-0.4041,16.69,-2.949,15.31,11.37,-0.7258,-24.31,1.468
4267,11111084,1316,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,15.19,15.85,-9.044,7.827,-2.25,-3.482,-12.47,-3.819,10.45,2.453,-8.368,-20.03,-0.051,-2.709,-9.551,15.19
4268,11111079,1774,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,11.05,8.723,-8.269,-3.639,-2.179,-2.271,-6.141,-0.555,0.6089,-1.634,-10.76,3.367,8.491,-9.989,-3,11.05
4269,11111078,4223812,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,7.517,-2.157,-1.194,-9.118,20.05,4.122,0.3351,-8.857,-44.28,-1.871,-3.358,19.91,2.625,-4.52,-11.67,7.517
4270,11111077,5280569,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,4.792,7.166,9.535,-5.862,-9.956,3.902,8.585,1.681,8.629,15.7,-6.926,3.049,8.12,-1.645,0.8277,4.792
4271,11111075,4687,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,4.355,-9.069,-33.19,13.41,3.667,-17.07,10.86,-14.85,19.5,-15.59,-12.99,-14.47,11.02,18.51,18.79,4.355
4272,11111073,164739,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,2.878,-18.54,-10.46,-3.974,7.955,4.587,-6.151,0.4454,-4.129,-1.422,-3.387,-0.886,22.92,1.8,8.011,2.878
4273,11111072,667477,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,17.26,-5.546,6.58,-10.01,11.8,15.59,29.39,33.84,-7.946,-13.32,6.903,1.322,3.615,11.56,17.26,
4274,11111071,667477,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-0.9109,7.911,0.1762,0.415,-3.526,18.33,2.24,15.43,2.447,14.41,11.24,-2.496,-7.91,-7.186,-12.25,-0.9109
4275,11111070,123831,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-9.878,-1.25,-5.161,-12.43,20.68,-22.29,1.698,-17.47,8.521,-1.997,21.28,-7.452,-1.861,1.611,-12.33,-9.878
4276,11111068,6603817,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,10.62,-0.8143,2.64,-11.84,-16,9.139,2.226,-3.028,1.496,1.88,-8.099,-7.121,-15.04,17.31,4.235,10.62
4277,11111067,2995,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,5.593,8.875,-4.17,-19.84,14.57,-21.26,11.11,5.11,3.363,17.22,-6.804,3.061,-9.965,-11.16,5.593,
4278,11111066,2995,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,21.83,-17.54,-18.95,5.277,14.4,-6.11,12.78,-9.666,-4.19,2.461,-1.013,-14.93,-16.04,-1.298,-10.5,21.83
4279,11111065,2993,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,16.35,0.3886,-26.97,1.519,-18.79,-6.997,19.59,-20.85,-3.957,-13.83,-1.638,-7.909,8.588,4.922,16.35,
4280,11111064,2993,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,2.548,-8.687,1.136,-2.537,-3.32,8.697,8.845,4.338,-2.323,12.94,14.85,-3.033,-9.34,10.98,16.89,2.548
4281,11111062,6603816,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-6.5,8.36,10.95,11.95,10.31,5.756,-9.31,-1.547,-6.941,15.76,-7.401,-16.29,-1.165,1.974,-7.371,-6.5
4282,11111060,3100,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-2.093,-10.56,10.13,-28.32,35.33,-18.99,16.27,-14.29,-0.9985,31.5,-4.413,-16.1,15.85,2.785,-2.093,
4283,11111059,3100,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,0.8918,9.155,17.29,-2.194,27.75,4.554,-7.983,-3.708,-11.8,6.352,-1.294,-31.79,-3.644,-3.349,0.9737,0.8918
4284,11111057,5360696,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,18.08,-4.647,2.229,1.043,1.316,-6.235,2.871,-10.53,-3.838,10.48,-11.54,-0.5604,7.887,-0.2209,-13.53,18.08
4285,11111056,198107,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-0.6822,7.221,-6.437,-17.75,-2.665,-12.69,-8.941,-4.474,4.16,1.007,-21.36,9.745,-3.017,7.753,7.531,-0.6822
4286,11111054,6603815,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,28.02,-6.148,9.051,69.64,6.692,-12.72,-4.157,11.24,0.2164,-11.31,-0.2624,-8.459,5.236,9.679,-3.566,28.02
4287,11111053,6603814,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,6.014,18.07,12.09,-0.6011,-11.95,-0.3345,-14.19,7.753,-12.18,17.87,-14.72,0.8862,3.19,-1.275,-12.84,6.014
4288,11111052,452009,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,27.26,26.96,0.3562,5.853,5.875,6.694,0.5116,9.386,-11.85,1.509,2.008,-24.63,-20.78,3.536,7.481,27.26
4289,11111051,23497,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,10.44,10.06,6.197,0.3316,3.379,-4.731,-3.058,20.11,-19.33,3.675,-5.406,3.658,-21.7,9.174,-0.2602,10.44
4290,11111047,2968,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-0.9169,-15.93,-6.684,-5.966,-12.08,11.07,-22.82,6.025,-8.81,-10.16,-10.51,4.107,4.108,2.253,-0.9169,
4291,11111046,2968,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,22.18,2.319,-5.467,-10.35,5.299,-18.45,2.855,0.4745,5.915,-1.655,-7.121,5.296,30.77,-4.653,-12.26,22.18
4292,11111045,6603810,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-22.83,8.028,-5.76,-8.044,-6.868,-6.099,4.035,9.895,-10.85,13.19,5.871,-21.45,-0.2842,10.63,-3.247,-22.83
4293,11111044,688441,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-6.509,4.305,18.56,-0.2162,-5.861,1.124,-4.941,-4.01,-13.25,8.636,31.42,-27.72,-2.9,9.796,-8.095,-6.509
4294,11111043,6603809,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,6.73,12.32,2.019,-6.582,-2.049,0.2218,5.442,15.13,-0.9919,10.29,-2.523,4.944,1.875,8.287,-11.13,6.73
4295,11111041,6603808,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-19.6,-2.595,-8.538,-4.984,-3.725,9.626,8.676,2.119,-5.993,5.154,4.605,4.825,-1.251,11.31,-17.01,-19.6
4296,11111040,6603807,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,8.911,-7.906,1.592,1.828,7.559,-4.42,-12.05,-9.027,5.296,-11.6,-14.81,22.06,6.875,3.298,-0.202,8.911
4297,11111039,6603806,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,3.147,-9.769,-8.945,-11.79,2.288,-11.44,-1.015,-13,-4.727,-13.27,-9.52,25.62,4.185,-4.778,9.488,3.147
4298,11111038,6603805,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,11.34,17.4,-2.604,3.21,-0.1988,0.2451,-2.592,-12.15,-25.73,-8.605,3.858,4.694,36.52,-3.927,-12.17,11.34
4299,11111037,131307,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-0.5067,2.51,-21.39,3.493,-8.008,10.19,-7.181,-3.498,-11.39,-2.77,-6.931,5.484,-1.858,3.082,-3.33,-0.5067
4300,11111035,99562,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,3.219,5.559,-1.166,18.89,22.62,12,-10.13,-6.689,-7.235,-2.374,0.0195,2.221,-3.859,-29.91,-11.78,3.219
4301,11111034,1845,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,-14.66,4.069,14.1,9.297,-4.909,11.45,-5.35,5.702,-2.756,-2.101,9.361,15.84,-7.359,-4.72,12.42,-14.66
4302,11111028,161713,"NCGC",,Unspecified,,,"",2009/07/08,1,0,,,,,,,,4,,3.375,4.285,11.81,-7.791,-4.056,5.555,-7.705,-9.354,-4.476,-1.615,-3.737,-4.317,12.03,-2.419,-6.904,3.375
